date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:41	391094/391094	---M--	200	added ('OK')	image/jpeg	etag:%225f7b6-6130d553-66d9eb;;;%22	https://prague.foxthemes.me/wp-content/uploads/2017/02/08981346052073.58467b6d8a799.jpg	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/uploads/2017/02/08981346052073.58467b6d8a799.jpg	(from https://prague.foxthemes.me/minimal-slider/)
11:26:42	1846/1846	---M-Z	200	added ('OK')	application/x-javascript	etag:%22736-6130d54c-66c3b9;gz%22	https://prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:42	2047/2047	---M-Z	200	added ('OK')	application/x-javascript	etag:%227ff-6130d54c-66c396;gz%22	https://prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=4.4.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mina94e.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:43	2939/2939	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7b-6130d54c-66c380;gz%22	https://prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=4.4.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mina94e.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:45	96834/96834	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217a42-6130d551-66d477;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/swiper.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/swiper.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:46	1533/1533	---M-Z	200	added ('OK')	application/x-javascript	etag:%225fd-6130d551-66d469;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/file_picker.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/file_picker254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:46	35503/35503	---M-Z	200	added ('OK')	application/x-javascript	etag:%228aaf-6130d546-66b0e5;gz%22	https://prague.foxthemes.me/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min.js?ver=5.7	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.mine23c.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:47	112896/112896	---M-Z	200	added ('OK')	application/x-javascript	etag:%221b900-6130d551-66d479;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/tweenMax.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/tweenMax.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:48	11150/11150	---M-Z	200	added ('OK')	application/x-javascript	etag:%222b8e-6130d551-66d47a;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/vivus.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/vivus.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:49	41970/41970	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3f2-6130d551-66d475;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/slick.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/slick.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:50	20219/20219	---M-Z	200	added ('OK')	application/x-javascript	etag:%224efb-6130d551-66d46f;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/jquery.magnific-popup.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/jquery.magnific-popup.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:51	20771/20771	---M-Z	200	added ('OK')	application/x-javascript	etag:%225123-6130d551-66d46b;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/hammer.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/hammer.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:51	997/997	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e5-6130d551-66d46a;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/foxlazy.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/foxlazy.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:53	95950/95950	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176ce-6130d551-66d461;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/all.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/all254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:53	9053/9053	---M-Z	200	added ('OK')	application/x-javascript	etag:%22235d-6130d551-66d471;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/kenburn.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/kenburn254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:54	33034/33034	---M-Z	200	added ('OK')	application/x-javascript	etag:%22810a-6130d551-66d470;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/jquery.multiscroll.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/jquery.multiscroll254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:55	3891/3891	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f33-6130d551-66d465;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/countTo.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/countTo254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:56	1155/1155	---M-Z	200	added ('OK')	application/x-javascript	etag:%22483-6130d551-66d474;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/skills.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/skills254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:57	7257/7257	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c59-6130d551-66d473;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/parallax.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/parallax.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:58	44352/44352	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad40-6130d551-66d472;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/owlcarousel.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/owlcarousel254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:58	4044/4044	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fcc-6130d551-66d476;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/split-slider.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/split-slider254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:26:59	408/408	---M-Z	200	added ('OK')	application/x-javascript	etag:%22198-6130d551-66d463;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/banner_slider.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/banner_slider254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:00	8427/8427	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220eb-6130d551-66d47b;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/wow.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/wow.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:01	1528/1528	---M-Z	200	added ('OK')	application/x-javascript	etag:%225f8-6130d551-66d464;gz%22	https://prague.foxthemes.me/wp-content/themes/prague/assets/js/before-after.min.js?ver=2.3.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/themes/prague/assets/js/before-after.min254d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:02	2984/2984	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba8-6130d55d-6a6292;gz%22	https://prague.foxthemes.me/wp-includes/js/comment-reply.min.js?ver=5.8.2	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-includes/js/comment-reply.min080f.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:03	16912/16912	---M-Z	200	added ('OK')	application/x-javascript	etag:%224210-6130d55e-6a637f;gz%22	https://prague.foxthemes.me/wp-includes/js/jquery/ui/effect.min.js?ver=1.12.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-includes/js/jquery/ui/effect.min35d0.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:04	97461/97461	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217cb5-6130d54b-66c19e;gz%22	https://prague.foxthemes.me/wp-content/plugins/the-grid/frontend/assets/js/the-grid.min.js?ver=2.7.1	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/the-grid/frontend/assets/js/the-grid.min653d.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:05	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-6130d55e-6a6465;gz%22	https://prague.foxthemes.me/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-includes/js/wp-embed.min080f.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:06	19706/19706	---M-Z	200	added ('OK')	application/x-javascript	etag:%224cfa-6130d545-66af36;gz%22	https://prague.foxthemes.me/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.7	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.mine23c.js	(from https://prague.foxthemes.me/minimal-slider/)
11:27:06	723/723	---M--	200	added ('OK')	image/gif	etag:%222d3-6130d545-66ae2b;;;%22	https://prague.foxthemes.me/wp-content/plugins/formidable/images/ajax_loader.gif	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/formidable/images/ajax_loader.gif	(from https://prague.foxthemes.me/wp-content/plugins/formidable/css/formidableforms.css?ver=92638)
11:27:07	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22146-6130d54b-66c0e4;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
11:27:08	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22146-6130d54b-66c0e2;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
11:27:09	933/933	---M--	200	added ('OK')	image/png	etag:%223a5-6130d549-66bbb2;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
11:27:09	951/951	---M--	200	added ('OK')	image/png	etag:%223b7-6130d549-66bbb5;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
11:27:10	938/938	---M--	200	added ('OK')	image/png	etag:%223aa-6130d549-66bbb3;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
11:27:11	935/935	---M--	200	added ('OK')	image/png	etag:%223a7-6130d549-66bbb4;;;%22	https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/project-architecture2/prague.foxthemes.me/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://prague.foxthemes.me/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
